,rentGu,rentDong,stationName,stationNum,stationValue
733,마포구,상암동,상암월드컵파크 1단지 교차로,416,12
734,마포구,상암동,상암월드컵파크 3단지 후문,413,9
735,마포구,상암동,상암월드컵파크 7단지 앞,406,15
736,마포구,상암동,상암월드컵파크 9단지 앞,402,20
737,마포구,상암동,상암중학교 옆,410,10
738,마포구,상암동,상암한화오벨리스크 1차 앞,400,15
739,마포구,상암동,서울시 공공자전거 상암센터,420,40
740,마포구,상암동,월드컵공원,186,40
741,마포구,상암동,하늘공원 입구,440,15
742,마포구,서교동,망원역 1번출구 앞,102,20
743,마포구,서교동,서교동 사거리,108,10
744,마포구,서교동,신한은행 서교동금융센터점 앞,107,5
745,마포구,서교동,합정역 1번출구 앞,104,13
746,마포구,성산동,가좌역1 번출구 뒤,155,15
747,마포구,성산동,마포구청 앞,421,8
748,마포구,성산동,마포중앙도서관,432,10
749,마포구,성산동,문화비축기지,422,13
750,마포구,성산동,서울 월드컵 경기장,199,30
751,마포구,성산동,성산2-1 공영주차장,438,15
752,마포구,성산동,성산2교 사거리,153,10
753,마포구,성산동,성산시영아파트,427,10
754,마포구,성산동,월드컵경기장역 3번출구 옆,418,10
755,마포구,성산동,홈플러스 앞,419,21
756,마포구,신수동,마포소방서 앞,121,15
757,마포구,신수동,서강대 남문 옆,125,15
758,마포구,신수동,서강대 정문 건너편,124,20
759,마포구,신수동,신성기사식당 앞,122,10
760,마포구,신수동,신수동 사거리,120,5
761,마포구,아현동,아현역 4번출구 앞,142,11
762,마포구,아현동,애오개역 4번출구 앞,157,12
763,마포구,연남동,하늘채코오롱아파트 건너편,183,15
764,마포구,용강동,용강동 주민센터 앞,148,11
765,마포구,증산동,DMC역 2번출구 옆,417,20
766,마포구,창전동,광흥창역 2번출구 앞,118,10
767,마포구,합정동,(구)합정동 주민센터,101,5
768,마포구,합정동,합정역 5번출구 앞,105,5
769,마포구,합정동,합정역 7번출구 앞,106,10
770,마포구,현석동,마포 신수공원 앞,185,15
771,서대문구,남가좌동,가재울 뉴타운 주유소 옆,170,10
772,서대문구,남가좌동,가좌역 4번출구 앞,179,15
773,서대문구,남가좌동,남가좌동 사거리,168,20
774,서대문구,남가좌동,명지대학교 도서관,176,10
775,서대문구,대신동,봉원고가차도 밑,162,15
776,서대문구,대현동,NH농협 신촌지점 앞,137,10
777,서대문구,대현동,이대역 4번 출구,159,7
778,서대문구,미근동,임광빌딩 앞,171,10
779,서대문구,북가좌동,북가좌 삼거리,169,15
780,서대문구,북가좌동,북가좌 초등학교,177,8
781,서대문구,북가좌동,북가좌1동 주민센터,164,10
782,서대문구,북가좌동,서우빌딩(바른학원),191,10
783,서대문구,북가좌동,신촌동 제1공영주차장 앞,138,10
784,서대문구,북가좌동,연가초등학교 옆,167,15
785,서대문구,북가좌동,중앙근린공원,165,20
786,서대문구,북가좌동,증산2교,131,23
787,서대문구,북가좌동,증산3교 앞,178,10
788,서대문구,북가좌동,증산교 앞,194,10
789,서대문구,북가좌동,해담는다리,133,15
790,서대문구,북아현동,e편한세상 신촌4단지 앞,3104,13
791,서대문구,북아현동,북성초교,3100,8
792,서대문구,북아현동,북아현동 가구거리,160,20
793,서대문구,신촌동,연대 대운동장 옆,141,20
794,서대문구,신촌동,이화여대 후문,140,20
795,서대문구,연희동,가재울 초등학교,166,20
796,서대문구,연희동,모래내고가차도,195,10
797,서대문구,연희동,사천교,110,20
798,서대문구,연희동,서대문구청,3101,15
799,서대문구,연희동,연서어린이공원,192,10
800,서대문구,연희동,연희교차로 인근,196,10
801,서대문구,연희동,연희삼거리,3102,10
802,서대문구,연희동,연희초등학교 앞,3107,7
803,서대문구,연희동,일진아이윌아파트 옆,116,5
804,서대문구,연희동,홍남교 두바퀴쉼터,3106,12
805,서대문구,영천동,독립문 어린이 공원,158,15
806,서대문구,창천동,명물길 원형무대 앞,135,10
807,서대문구,창천동,사루비아 빌딩 앞,115,15
808,서대문구,창천동,신촌역(2호선) 1번출구 옆,128,20
809,서대문구,창천동,연세대 정문 건너편,139,13
810,서대문구,창천동,연세로 명물길,134,8
811,서대문구,충정로2가,서대문역 8번출구 앞,173,8
812,서대문구,충정로3가,충정2교,198,15
813,서대문구,충정로3가,충정로역 7번출구 뒤,180,10
814,서대문구,홍은동,명지전문대학교 정문 앞,163,7
815,서대문구,홍은동,홍연2교옆,175,20
816,서대문구,홍은동,홍은동 정원여중 입구,188,10
817,서대문구,홍은동,홍은사거리,117,25
818,서대문구,홍은동,홍은센트레빌 아파트 앞,3105,12
819,서대문구,홍제동,무악재역1번 출구,161,8
820,서대문구,홍제동,문화촌 공원,123,20
821,서대문구,홍제동,홍제삼거리 북측,3103,8
822,서초구,개포동,구룡사 삼거리,2258,20
823,서초구,내곡동,내곡3단지 어린이공원 앞,2205,15
824,서초구,내곡동,내곡파출소 뒤 정자,2207,9
825,서초구,내곡동,능안마을입구,2287,10
826,서초구,내곡동,안골마을입구,2288,10
827,서초구,내곡동,언남초등학교 앞,2206,20
828,서초구,도곡동,양재전화국 사거리,2241,10
829,서초구,반포동,KT 서초지사 앞,2235,15
830,서초구,반포동,KT반포지사,2509,16
831,서초구,반포동,고속터미널역 5번출구 앞,2213,20
832,서초구,반포동,"고속터미널역 8-1번, 8-2번 출구 사이",2219,20
833,서초구,반포동,반포1동 서초빌딩 앞,2503,10
834,서초구,반포동,반포1동 주민센터 앞,2210,15
835,서초구,반포동,반포본동 주민센터 앞,2220,10
836,서초구,반포동,반포종합운동장 입구,2215,10
837,서초구,반포동,서래마을파리15구공원앞,2290,10
838,서초구,반포동,서초구립반포도서관 앞,2211,10
839,서초구,반포동,신반포역 2번출구 앞,2214,15
840,서초구,방배동,CJ오쇼핑앞,2284,10
841,서초구,방배동,LG유플러스(방배사옥),2506,10
842,서초구,방배동,그룹한빌딩옆,2283,10
843,서초구,방배동,남태령역 2번출구,2289,10
844,서초구,방배동,내방역 8번출구 앞,2271,8
845,서초구,방배동,뒷벌공원 옆,2228,20
846,서초구,방배동,로고스교회 맞은 편,2229,10
847,서초구,방배동,방배래미안 정문 앞,2223,20
848,서초구,방배동,방배래미안아트힐 101동앞,2282,15
849,서초구,방배동,방배열린문화센터 앞,2227,15
850,서초구,방배동,백석예술대학교 제3캠퍼스 앞,2225,15
851,서초구,방배동,서초신동아1차아파트 옆,2233,20
852,서초구,방배동,신동아럭스빌아파트 앞,2226,15
853,서초구,방배동,연세사랑병원신관앞,2281,7
854,서초구,방배동,이수고가차도 남단,2265,10
855,서초구,방배동,이수역 1번출구,2264,9
856,서초구,방배동,이수역 6번출구 앞,2511,20
857,서초구,방배동,하나은행 방배동지점 앞,2221,15
858,서초구,사당동,사당역 12번출구 뒤,2222,10
859,서초구,사당동,이수역 4번 출구,2230,20
860,서초구,서초동,JW타워,2510,8
861,서초구,서초동,교대역 5번출구뒤,2279,10
862,서초구,서초동,교대역 6번출구,2239,10
863,서초구,서초동,교대입구 교차로,2272,10
864,서초구,서초동,남부터미널역 1번출구,2297,10
865,서초구,서초동,래미안서초스위트앞,2298,12
866,서초구,서초동,무지개아파트 앞,2292,15
867,서초구,서초동,삼성타운(삼성생명) A동 맞은편,2231,15
868,서초구,서초동,서울남부터미널 대합실 입구,2237,20
869,서초구,서초동,서울서초고용센터 앞,2280,10
870,서초구,서초동,서초4동주민센터,2268,10
871,서초구,서초동,서초역 3번출구,2266,15
872,서초구,서초동,서초역1번출구 앞,2502,9
873,서초구,서초동,서초현대4차아파트 201동 맞은편,2212,20
874,서초구,서초동,양재역 11번 출구 앞,2242,20
875,서초구,서초동,우성아파트사거리B(기업은행앞),2505,12
876,서초구,서초동,한전아트센터 앞,2299,12
877,서초구,신원동,본마을 정류소 앞,2201,20
878,서초구,신원동,서초 포레스타5단지,2501,10
879,서초구,신원동,서초포레스타 7단지,2270,10
880,서초구,신원동,청계산입구역 1번출구,2202,20
881,서초구,신원동,청계산입구역 2번출구,2203,20
882,서초구,양재동,SPC 앞,2293,10
883,서초구,양재동,더케이호텔 입구(양재2),2251,10
884,서초구,양재동,두상빌딩 앞,2294,15
885,서초구,양재동,서울가정법원,2243,15
886,서초구,양재동,시민의숲역 1번출구 옆,2255,25
887,서초구,양재동,양재동 꽃시장 입구,2256,10
888,서초구,양재동,양재시민의숲역 3번출구,2274,10
889,서초구,양재동,양재이스타빌 앞,2508,10
890,서초구,양재동,양재초등학교 맞은편,2245,20
891,서초구,양재동,영동1교 (양재천근린공원),2276,15
892,서초구,양재동,일동제약 사거리,2273,10
893,서초구,양재동,하나로클럽 양재점 맞은편,2257,10
894,서초구,양재동,하이브랜드 앞,2252,25
895,서초구,염곡동,염곡치안센터 건너편,2275,10
896,서초구,염곡동,탑성마을입구,2286,10
897,서초구,우면동,LH서초3단지 301동 맞은편,2285,15
898,서초구,우면동,교육개발원입구 교차로,2244,20
899,서초구,우면동,바우뫼문화복지회관,2263,20
900,서초구,우면동,서울시 품질시험소 앞,2246,15
901,서초구,우면동,서초리슈빌S 글로벌 앞,2248,10
902,서초구,우면동,서초유치원 맞은편,2250,10
903,서초구,우면동,섬들근린공원,2247,25
904,서초구,우면동,우솔초등학교 맞은편,2249,10
905,서초구,잠원동,길마중4교 하부,2277,10
906,서초구,잠원동,신사역 4번출구 뒤,2504,10
907,서초구,잠원동,아크로리버뷰 부지 앞,2217,20
908,서초구,잠원동,잠원역 3번-4번 출구사이,2259,15
909,서초구,잠원동,주홍교 하부,2269,10
910,서초구,잠원동,한신16차아파트 119동 앞,2262,20
911,성동구,금호동1가,논골사거리(금호도서관 입구),3531,15
912,성동구,금호동2가,금호사거리,534,20
913,성동구,금호동2가,래미안금호하이리버 아파트 102동 옆,524,10
914,성동구,금호동2가,신금호역 3번출구 뒤,580,6
915,성동구,금호동3가,금호역 1번출구 앞,522,9
916,성동구,금호동4가,금호스포츠센터앞,3525,15
917,성동구,금호동4가,금호역 3번출구,564,15
918,성동구,금호동4가,달맞이공원,556,20
919,성동구,금호동4가,우리은행 금호동 지점 앞,533,7
920,성동구,마장동,마장동 주민센터,586,10
921,성동구,마장동,마장역 4번출구,579,8
922,성동구,마장동,서울시설공단 앞,550,15
923,성동구,마장동,청계천 박물관 앞,518,20
924,성동구,마장동,청계천 생태교실 앞,583,20
925,성동구,사근동,사근삼거리,3522,9
926,성동구,상왕십리동,왕십리교회옆,3514,10
927,성동구,성수동1가,경일중학교 앞,582,10
928,성동구,성수동1가,뚝섬역 1번 출구 옆,512,15
929,성동구,성수동1가,뚝섬역 5번 출구 정류소 옆,513,13
930,성동구,성수동1가,서울숲 IT캐슬,3538,14
931,성동구,성수동1가,서울숲 관리사무소,3515,20
932,성동구,성수동1가,서울숲 남문 버스정류소 옆,510,10
933,성동구,성수동1가,서울숲역 2번출구 앞,561,10
934,성동구,성수동1가,서울숲역 4번 출구 옆,511,16
935,성동구,성수동2가,KEB하나은행 성수중앙지점,587,10
936,성동구,성수동2가,성동세무서 건너편,563,10
937,성동구,성수동2가,성수2가1동 공영주차장 인근,585,9
938,성동구,성수동2가,성수사거리 버스정류장 앞,514,7
939,성동구,성수동2가,성수아이에스비즈타워 앞,507,7
940,성동구,성수동2가,성수아카데미타워 앞,508,10
941,성동구,성수동2가,성수역 2번출구 앞,567,15
942,성동구,성수동2가,성수역3번출구,589,8
943,성동구,성수동2가,이마트 버스정류소 옆,509,20
944,성동구,송정동,군자지하보도 앞,562,10
945,성동구,송정동,금호 어울림 아파트 앞,506,7
946,성동구,송정동,비전교회 앞,560,8
947,성동구,송정동,성동세무서 부근,578,8
948,성동구,신설동,청계8가사거리 부근,568,10
949,성동구,옥수동,옥수동성당 옆,523,11
950,성동구,옥수동,옥수역 3번출구,565,20
951,성동구,용답동,답십리역 8번출구 앞,538,15
952,성동구,용답동,용답역 1번 출구,3519,10
953,성동구,용답동,용답초등학교,581,13
954,성동구,용답동,용답토속공원 앞,526,10
955,성동구,용답동,장한평역 8번 출구 앞,529,15
956,성동구,용답동,중랑물재생센터(서울새활용플라자),594,15
957,성동구,응봉동,응봉삼거리,535,16
958,성동구,응봉동,응봉역 1번출구,3511,10
959,성동구,응봉동,응봉현대아파트 정류소,569,10
960,성동구,하왕십리동,상왕십리역 1번출구,3513,10
961,성동구,하왕십리동,상왕십리역 4번 출구 앞,520,10
962,성동구,하왕십리동,왕십리 자이아파트,3527,8
963,성동구,하왕십리동,왕십리KCC스위첸아파트,3532,15
964,성동구,하왕십리동,왕십리자이아파트 후문(삼거리),3530,15
965,성동구,하왕십리동,청계벽산아파트 앞,530,9
966,성동구,행당동,성동광진 교육지원청 앞,558,20
967,성동구,행당동,왕십리역 11번 출구 앞,521,14
968,성동구,행당동,왕십리역 4번 출구 건너편,559,10
969,성동구,행당동,한양대병원사거리,525,20
970,성동구,행당동,한양대후문역 부근,537,10
971,성동구,행당동,행당역 2번출구 앞,536,8
972,성동구,홍익동,도선동 주민센터 앞,557,10
973,성동구,홍익동,양지사거리,519,20
974,성북구,길음동,길음8골어린이공원 옆,1346,15
975,성북구,길음동,길음래미안아파트817동 상가 앞,1347,20
976,성북구,길음동,길음문화복합미디어센터,1367,15
977,성북구,길음동,길음역 3번출구 뒤,1318,10
978,성북구,길음동,미아사거리,1369,15
979,성북구,길음동,성북제일새마을금고 본점 앞,1348,12
980,성북구,돈암동,금호어울림센터힐 내,1353,8
981,성북구,돈암동,아리랑시네센터 앞,1344,10
982,성북구,동선동2가,돈암성당 옆,1337,10
983,성북구,동선동2가,보문2교,1355,20
984,성북구,동선동3가,성신여대입구 교차로,1368,10
985,성북구,동소문동1가,한성대7번출구 앞,1343,10
986,성북구,동소문동1가,한성대입구역6번출구 뒤,1302,5
987,성북구,동소문동2가,한성대입구역2번출구,1306,10
988,성북구,동소문동6가,돈암초교 입구,1303,10
989,성북구,보문동3가,e 편한세상 보문아파트 내,1352,8
990,성북구,삼선동4가,성북3교 위,1336,20
991,성북구,삼선동5가,성북구청,1305,15
992,성북구,상월곡동,상월곡역 1번출구,1326,10
993,성북구,상월곡동,상월곡역 3번출구,1327,10
994,성북구,상월곡동,상월곡역 4번출구,1325,10
995,성북구,석관동,석관동주민센터 앞,1334,10
996,성북구,석관동,석관초등학교 앞,1333,15
997,성북구,성북동,만해공원,1304,15
998,성북구,성북동,복자사랑 피정의 집,1370,20
999,성북구,성북동,선잠단지 앞,1365,15
1000,성북구,성북동,성북쉼터 앞,1342,15
1001,성북구,성북동,홍익중고 입구,1361,20
1002,성북구,성북동1가,성북동 치안센터 앞,1364,10
1003,성북구,신설동,보문4교 인근,1363,15
1004,성북구,신설동,보문역6번출구 앞,1362,10
1005,성북구,안암동2가,용문2교 옆,1338,15
1006,성북구,안암동4가,SK제삼주유소 앞,1351,8
1007,성북구,안암동5가,KEB은행 고대점,1372,15
1008,성북구,안암동5가,안암로터리 버스정류장 앞,1308,18
1009,성북구,월계동,석계역 5번출구 건너편,1332,10
1010,성북구,장위동,광운초등학교 앞,1340,11
1011,성북구,장위동,월계2교 버스정류장 앞,1349,10
1012,성북구,장위동,장위뉴타운 꿈에 숲 코오롱 하늘채 앞,1359,20
1013,성북구,정릉동,고려사대부속중고 건너편,1316,20
1014,성북구,정릉동,고려사대부속중고 정문,1315,10
1015,성북구,정릉동,북한산보국문역,1357,20
1016,성북구,정릉동,정릉꿈에그린1단지 201동 앞,1314,8
1017,성북구,정릉동,정릉도서관 앞,1358,7
1018,성북구,정릉동,정릉역,1360,10
1019,성북구,종암동,고려대학교 2번출구,1354,18
1020,성북구,종암동,국민은행 종암동지점 앞,1321,14
1021,성북구,종암동,래미안라센트아파트 103동 앞,1322,10
1022,성북구,종암동,일신초등학교 옆,1366,10
1023,성북구,종암동,종암 농협지점 앞,1320,10
1024,성북구,종암동,종암사거리 분수대,1319,10
1025,성북구,하월곡동,삼성전자서비스 성북센터,1339,9
1026,성북구,하월곡동,생명의 전화 종합복지관 앞 교차로,1375,20
1027,성북구,하월곡동,성북구보건소 건너편,1373,8
1028,성북구,하월곡동,월곡역 3번출구,1328,10
1029,성북구,하월곡동,월곡역 입구 육교 밑,1323,10
1030,성북구,하월곡동,한국과학기술연구원 정문,1376,7
1031,성북구,하월곡동,한국과학기술연구원 후문,1377,10
1032,송파구,가락동,가락삼환아파트 앞,2617,15
1033,송파구,가락동,가락시장역 3번 출구,1201,10
1034,송파구,가락동,가락시장역 롯데마트앞,1257,20
1035,송파구,가락동,문정·가락 대여소 앞,2612,10
1036,송파구,가락동,밀리아나2빌딩 앞,1203,20
1037,송파구,가락동,송파역 2번 출구앞,1212,10
1038,송파구,가락동,송파중학교 정문,1230,10
1039,송파구,가락동,오금역 3번 출구 뒤,1253,10
1040,송파구,거여동,거여동 사거리,2616,20
1041,송파구,거여동,거여역 3번출구,1204,10
1042,송파구,거여동,거여역 8번출구 뒤,1227,10
1043,송파구,거여동,마천사거리,1228,10
1044,송파구,거여동,송파체육문화회관 앞,1229,15
1045,송파구,거여동,위례동주민센터 맞은편 근린공원,2606,10
1046,송파구,마천동,마천CU우방점 앞,1207,10
1047,송파구,마천동,마천금호어울림 1차아파트 건너편,1279,10
1048,송파구,마천동,송파소방서 맞은편(성내4교),1282,10
1049,송파구,마천동,송파파크데일 2단지입구 앞 주차장,1280,20
1050,송파구,문정동,문정 법조단지11,1247,15
1051,송파구,문정동,문정 법조단지3,1239,20
1052,송파구,문정동,문정 법조단지4,1240,10
1053,송파구,문정동,문정 법조단지5,1241,15
1054,송파구,문정동,문정 법조단지6,1242,15
1055,송파구,문정동,문정 법조단지7,1243,20
1056,송파구,문정동,문정 법조단지8,1244,7
1057,송파구,문정동,문정 법조단지9,1245,10
1058,송파구,문정동,문정2동 주민센터,1250,10
1059,송파구,문정동,문정동 근린공원,1265,10
1060,송파구,문정동,문정동 글샘 공원,1266,10
1061,송파구,문정동,문정중교 사거리,1288,15
1062,송파구,문정동,문정현대아파트 교차로,1256,8
1063,송파구,문정동,테라타워2,2615,15
1064,송파구,방이동,몽촌토성역 1번출구 옆,1268,15
1065,송파구,방이동,방이동 한양3차아파트 옆,1260,8
1066,송파구,방이동,방이역 4번출구,1218,12
1067,송파구,방이동,방이초등학교,1248,20
1068,송파구,방이동,보성중고등학교 후문 앞,2609,10
1069,송파구,방이동,서울체육고등학교 앞,1291,10
1070,송파구,방이동,송파구청 교차로,1278,10
1071,송파구,방이동,송파나루역 4번 출구옆,2620,15
1072,송파구,방이동,오륜사거리,1300,15
1073,송파구,방이동,올림픽공원 남2문 앞,1267,15
1074,송파구,방이동,올림픽공원역 1번출구 앞,1215,15
1075,송파구,방이동,올림픽공원역 3번출구,2622,20
1076,송파구,방이동,한성백제역 2번 출구,2621,15
1077,송파구,삼전동,석촌고분역 4번출구,2619,9
1078,송파구,삼전동,석촌호교차로(스타벅스 앞),1293,10
1079,송파구,송파구,가락미륭아파트 앞,1258,10
1080,송파구,송파동,가락고등학교 앞,2614,15
1081,송파구,송파동,방이삼거리,1211,7
1082,송파구,송파동,석촌역 2번출구,1251,10
1083,송파구,송파동,송파여성문화회관 앞,1262,10
1084,송파구,송파동,여흥레이크빌 앞(석촌호수 까페거리),2610,10
1085,송파구,신천동,롯데월드타워(잠실역2번출구 쪽),1210,30
1086,송파구,신천동,송파구청,2608,15
1087,송파구,신천동,잠실4동 주민센터 옆,1226,10
1088,송파구,신천동,잠실나루역 (2번 출구 쪽),1209,20
1089,송파구,신천동,잠실역 8번출구,1295,20
1090,송파구,오금동,거여초등학교 옆,1275,15
1091,송파구,오금동,방이역 1번출구,1259,15
1092,송파구,오금동,백토공원 앞,1213,20
1093,송파구,오금동,송파도서관,1271,15
1094,송파구,오금동,오금공원 사거리,1283,8
1095,송파구,오금동,오금동 송파 참병원,1277,8
1096,송파구,오금동,오금역 7번 출구 인근,1214,10
1097,송파구,잠실동,9호선종합운동장역 9번출구,1206,20
1098,송파구,잠실동,롯데마트 주차장 옆,1232,10
1099,송파구,잠실동,리센츠아파트,1269,10
1100,송파구,잠실동,삼전사거리 포스코더샵,1221,10
1101,송파구,잠실동,삼전역 1번출구,2618,15
1102,송파구,잠실동,석촌호수 서호사거리,2601,10
1103,송파구,잠실동,석촌호수교차로(동호 팔각정 앞),1297,10
1104,송파구,잠실동,석촌호수교차로(송파나루근린공원 앞),1296,10
1105,송파구,잠실동,송파소방서(방이119안전센터),1299,15
1106,송파구,잠실동,아시아지하보도 2번 출구,1224,15
1107,송파구,잠실동,아주중학교건너편,1249,10
1108,송파구,잠실동,잠실3거리(갤러리아팰리스),1233,9
1109,송파구,잠실동,잠실나들목,2613,14
1110,송파구,잠실동,잠실본동주민센터뒤 잠실근린공원,1220,15
1111,송파구,잠실동,잠실새내역 5번 출구 뒤,1222,15
1112,송파구,잠실동,잠실역 6번출구,1231,10
1113,송파구,잠실동,잠실트리지움310동 옆,1235,15
1114,송파구,잠실동,종합운동장역 4번출구,1205,15
1115,송파구,장지동,문정 법조단지10,1246,30
1116,송파구,장지동,복정역 1번 출구 앞,2605,15
1117,송파구,장지동,복정역 2번출구 후문(장지치안센터),2607,15
1118,송파구,장지동,송파 글마루 도서관,2603,10
1119,송파구,장지동,송파파인타운 7단지,1217,15
1120,송파구,장지동,위례별 유치원 뒤,1285,15
1121,송파구,장지동,위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,1290,10
1122,송파구,장지동,위례아이파크 101동 맞은편,1287,8
1123,송파구,장지동,위례중앙푸르지오 1단지 앞,1286,10
1124,송파구,장지동,장지공영차고지,1263,10
1125,송파구,풍납동,삼표레이콘 앞,2604,10
1126,송파구,풍납동,송파지역자활센터 뒤,2611,7
1127,송파구,풍납동,영파여고 앞,1274,20
1128,송파구,풍납동,천호역 10번 출구 앞,1264,8
1129,송파구,풍납동,풍납동 자전거보관소,1289,10
1130,송파구,풍납동,풍납현대아파트쉼터,1208,20
1131,양천구,목동,KB국민은행 염창역 지점 앞,700,20
1132,양천구,목동,SBS방송국,723,15
1133,양천구,목동,등촌역 5번 출구 뒤,742,10
1134,양천구,목동,목4동주민센터 옆,702,16
1135,양천구,목동,목동1단지아파트 118동 앞(월촌초등학교 정류소 옆),754,10
1136,양천구,목동,목동1단지아파트 상가 앞(월촌중학교 버스정류소 옆),755,10
1137,양천구,목동,목동2단지 상가,746,10
1138,양천구,목동,목동3단지 상가,747,10
1139,양천구,목동,목동3단지 시내버스정류장,726,15
1140,양천구,목동,목동사거리 부근,701,8
1141,양천구,목동,목동운동장,748,15
1142,양천구,목동,목동주차장,756,10
1143,양천구,목동,목동청소년수련관,764,30
1144,양천구,목동,서울시 도로환경관리센터,731,10
1145,양천구,목동,성원2차 아파트,752,10
1146,양천구,목동,신목동역 2번 출구,744,10
1147,양천구,목동,신목동역 3번출구,766,15
1148,양천구,목동,영도초등학교,735,10
1149,양천구,목동,오목교역 3번출구,765,10
1150,양천구,목동,오목교역 7번출구 앞,703,12
1151,양천구,목동,오목로 무중력지대 앞,762,10
1152,양천구,목동,이대 목동병원 앞,749,10
1153,양천구,목동,홍익병원앞 교차로,719,10
1154,양천구,신월동,강서초등학교,745,10
1155,양천구,신월동,강월초교입구 사거리,712,14
1156,양천구,신월동,보아스아파트 앞,759,9
1157,양천구,신월동,서울강월초등학교 앞,720,10
1158,양천구,신월동,신월동 이마트,732,10
1159,양천구,신월동,신월사거리,739,15
1160,양천구,신월동,신일해피트리아파트 앞,711,20
1161,양천구,신월동,신정네거리역,706,15
1162,양천구,신월동,양서중학교 옆,713,20
1163,양천구,신월동,오솔길공원,736,10
1164,양천구,신월동,으뜸공원,740,10
1165,양천구,신월동,장수공원,737,10
1166,양천구,신월동,한국SGI 양천문화회관 앞,714,10
1167,양천구,신월동,화곡로 입구 교차로,741,10
1168,양천구,신정동,LG전자베스트샵 신정점,722,10
1169,양천구,신정동,계남공원 입구 주출입구 좌측,724,15
1170,양천구,신정동,남부법원검찰청 교차로,704,15
1171,양천구,신정동,목동11단지 아파트,763,10
1172,양천구,신정동,서부식자재마트 건너편,729,10
1173,양천구,신정동,서부화물트럭터미널 사거리,710,12
1174,양천구,신정동,서울출입국관리사무소 앞,708,16
1175,양천구,신정동,신정3동 현장민원실 앞,709,20
1176,양천구,신정동,신정3동주민센터,707,10
1177,양천구,신정동,신정6동 주민센터 인근,716,15
1178,양천구,신정동,신정이펜하우스1단지아파트 입구 사거리,757,10
1179,양천구,신정동,신정이펜하우스314동,733,10
1180,양천구,신정동,신트리공원 입구,734,10
1181,양천구,신정동,양강중학교앞 교차로,725,15
1182,양천구,신정동,연의근린공원 건너편,750,10
1183,양천구,신정동,잣절보도육교 아래,760,10
1184,양천구,신정동,한사랑교회 앞,758,10
1185,양천구,신정동,현대6차아파트 101동 옆,743,10
1186,영등포구,당산동,충북 미래관,293,15
1187,영등포구,당산동2가,교보생명보험 앞,264,15
1188,영등포구,당산동2가,영등포유통상가 사거리,265,15
1189,영등포구,당산동3가,영등포구청역 1번출구,230,10
1190,영등포구,당산동4가,삼성생명 당산사옥 앞,245,10
1191,영등포구,당산동4가,제2구민체육센타 앞,238,10
1192,영등포구,당산동5가,당산역 10번출구 앞,247,15
1193,영등포구,당산동6가,그랜드컨벤션센터 앞,268,6
1194,영등포구,당산동6가,당산육갑문,272,20
1195,영등포구,대림동,당산동 SK V1 빌딩,290,12
1196,영등포구,대림동,대림3동사거리,289,10
1197,영등포구,대림동,대림3동사거리(하나은행),285,8
1198,영등포구,대림동,신동아아파트 앞,281,8
1199,영등포구,대림동,신한은행,282,10
1200,영등포구,대림동,우성아파트 교차로,286,8
1201,영등포구,도림동,동아에코빌입구,256,10
1202,영등포구,도림동,신길우성1차아파트 앞 공원,241,10
1203,영등포구,도림동,쌍용플레티넘오피스텔,278,10
1204,영등포구,문래동3가,문래동 하이테크 시티,291,14
1205,영등포구,문래동3가,문래동자이아파트 앞,236,10
1206,영등포구,문래동3가,문래역 4번출구 앞,240,10
1207,영등포구,문래동4가,근로자회관 사거리,263,12
1208,영등포구,문래동6가,영문초등학교 사거리,262,12
1209,영등포구,신길동,대림아파트 사거리,250,10
1210,영등포구,신길동,대방역6번출구,259,17
1211,영등포구,신길동,도림4거리,255,10
1212,영등포구,신길동,도림신협 앞,254,10
1213,영등포구,신길동,보라매 두산위브 건너편,237,20
1214,영등포구,신길동,보라매역4번출구,252,10
1215,영등포구,신길동,서울지방병무청 버스정류장,251,10
1216,영등포구,신길동,신길동 우리은행 옆,235,10
1217,영등포구,신길동,신길삼거리(우리은행),257,10
1218,영등포구,신길동,신길선원가와인아파트 앞,242,15
1219,영등포구,신길동,신풍역 5번출구 인근,253,10
1220,영등포구,신길동,영등포구민체육센터 앞,234,10
1221,영등포구,양평동,양평동6차현대아파트 앞,280,10
1222,영등포구,양평동1가,남부고용노동지청 남측,231,10
1223,영등포구,양평동1가,신동아아파트,275,10
1224,영등포구,양평동3가,YP 센터 앞,233,10
1225,영등포구,양평동3가,양평우림 이비즈센타 앞,232,20
1226,영등포구,양평동3가,이앤씨드림타워 앞,243,15
1227,영등포구,양평동4가,삼성화재 사옥 옆,267,10
1228,영등포구,양평동4가,선유도역 3번출구 앞,228,10
1229,영등포구,양평동4가,양평1 보행육교 앞,229,20
1230,영등포구,양화동,양평2나들목 보행통로 입구,227,10
1231,영등포구,여의도동,IFC몰,210,21
1232,영등포구,여의도동,KBS 앞,206,35
1233,영등포구,여의도동,KT앞,213,15
1234,영등포구,여의도동,NH농협은행 앞,217,10
1235,영등포구,여의도동,국민일보 앞,202,30
1236,영등포구,여의도동,국회의사당역 3번출구 옆,203,15
1237,영등포구,여의도동,국회의사당역 5번출구 옆,204,13
1238,영등포구,여의도동,국회의원회관,200,20
1239,영등포구,여의도동,금융감독원 앞,214,20
1240,영등포구,여의도동,롯데캐슬 앞,224,20
